Country,Year,Gold,Total,IsHost,Prep,Alpha_c
Great Britain,1956,6.0,24.0,0,0,1.878049
Great Britain,1960,2.0,20.0,0,0,1.972868
Great Britain,1964,4.0,18.0,0,0,2.152672
Great Britain,1968,5.0,13.0,0,0,2.277778
Great Britain,1972,4.0,18.0,0,0,2.371429
Great Britain,1976,3.0,13.0,0,0,2.482639
Great Britain,1980,5.0,21.0,0,0,2.612245
Great Britain,1984,5.0,37.0,0,0,2.6875
Great Britain,1988,5.0,24.0,0,0,2.757962
Great Britain,1992,5.0,20.0,0,0,2.824074
Great Britain,1996,1.0,15.0,0,0,2.886228
Great Britain,2000,11.0,28.0,0,0,3.03869
Great Britain,2004,9.0,30.0,0,1,2.955307
Great Britain,2008,19.0,51.0,0,1,2.922872
Great Britain,2012,29.0,65.0,1,1,2.705314
Great Britain,2016,27.0,67.0,0,0,2.355932
Great Britain,2020,22.0,64.0,0,0,2.12294
Great Britain,2024,14.0,65.0,0,0,1.984795
Greece,1952,0.0,0.0,0,0,3.166667
Greece,1956,0.0,1.0,0,0,3.166667
Greece,1960,1.0,1.0,0,0,4.0
Greece,1964,0.0,0.0,0,0,4.384615
Greece,1968,0.0,1.0,0,0,4.384615
Greece,1972,0.0,2.0,0,0,5.153846
Greece,1976,0.0,0.0,0,0,5.923077
Greece,1980,1.0,3.0,0,0,5.923077
Greece,1984,0.0,2.0,0,0,6.142857
Greece,1988,0.0,1.0,0,0,6.857143
Greece,1992,2.0,2.0,0,0,7.571429
Greece,1996,4.0,8.0,0,1,7.125
Greece,2000,4.0,13.0,0,1,6.0
Greece,2004,6.0,16.0,1,1,5.25
Greece,2008,0.0,3.0,0,0,3.266667
Greece,2012,0.0,2.0,0,0,3.533333
Greece,2016,3.0,6.0,0,0,3.8
Greece,2020,2.0,4.0,0,0,3.606061
Greece,2024,1.0,8.0,0,0,3.571429
Hong Kong,1952,0.0,0.0,0,0,0.0
Hong Kong,1956,0.0,0.0,0,0,0.0
Hong Kong,1960,0.0,0.0,0,0,0.0
Hong Kong,1964,0.0,0.0,0,0,0.0
Hong Kong,1968,0.0,0.0,0,0,0.0
Hong Kong,1972,0.0,0.0,0,0,0.0
Hong Kong,1976,0.0,0.0,0,0,0.0
Hong Kong,1980,0.0,0.0,0,0,0.0
Hong Kong,1984,0.0,0.0,0,0,0.0
Hong Kong,1988,0.0,0.0,0,0,0.0
Hong Kong,1992,0.0,0.0,0,0,0.0
Hong Kong,1996,1.0,1.0,0,0,0.0
Hong Kong,2000,0.0,0.0,0,0,0.0
Hong Kong,2004,0.0,1.0,0,0,0.0
Hong Kong,2008,0.0,0.0,0,0,0.0
Hong Kong,2012,0.0,1.0,0,0,0.0
Hong Kong,2016,0.0,0.0,0,0,0.0
Hong Kong,2020,1.0,6.0,0,0,0.0
Hong Kong,2024,2.0,4.0,0,0,0.0
Hungary,1952,16.0,42.0,0,0,0.0
Hungary,1956,9.0,26.0,0,0,0.0
Hungary,1960,6.0,21.0,0,0,0.0
Hungary,1964,10.0,22.0,0,0,0.0
Hungary,1968,10.0,32.0,0,0,0.0
Hungary,1972,6.0,35.0,0,0,0.0
Hungary,1976,4.0,22.0,0,0,0.0
Hungary,1980,7.0,32.0,0,0,0.0
Hungary,1984,0.0,0.0,0,0,0.0
Hungary,1988,11.0,23.0,0,0,0.0
Hungary,1992,11.0,30.0,0,0,0.0
Hungary,1996,7.0,21.0,0,0,0.0
Hungary,2000,8.0,17.0,0,0,0.0
Hungary,2004,8.0,17.0,0,0,0.0
Hungary,2008,3.0,10.0,0,0,0.0
Hungary,2012,8.0,18.0,0,0,0.0
Hungary,2016,8.0,15.0,0,0,0.0
Hungary,2020,6.0,20.0,0,0,0.0
Hungary,2024,6.0,19.0,0,0,0.0
India,1952,1.0,2.0,0,0,0.0
India,1956,1.0,1.0,0,0,0.0
India,1960,0.0,1.0,0,0,0.0
India,1964,1.0,1.0,0,0,0.0
India,1968,0.0,1.0,0,0,0.0
India,1972,0.0,1.0,0,0,0.0
India,1976,0.0,0.0,0,0,0.0
India,1980,1.0,1.0,0,0,0.0
India,1984,0.0,0.0,0,0,0.0
India,1988,0.0,0.0,0,0,0.0
India,1992,0.0,0.0,0,0,0.0
India,1996,0.0,1.0,0,0,0.0
India,2000,0.0,1.0,0,0,0.0
India,2004,0.0,1.0,0,0,0.0
India,2008,1.0,3.0,0,0,0.0
India,2012,0.0,6.0,0,0,0.0
India,2016,0.0,2.0,0,0,0.0
India,2020,1.0,7.0,0,0,0.0
India,2024,0.0,6.0,0,0,0.0
Indonesia,1952,0.0,0.0,0,0,0.0
Indonesia,1956,0.0,0.0,0,0,0.0
Indonesia,1960,0.0,0.0,0,0,0.0
Indonesia,1964,0.0,0.0,0,0,0.0
Indonesia,1968,0.0,0.0,0,0,0.0
Indonesia,1972,0.0,0.0,0,0,0.0
Indonesia,1976,0.0,0.0,0,0,0.0
Indonesia,1980,0.0,0.0,0,0,0.0
Indonesia,1984,0.0,0.0,0,0,0.0
Indonesia,1988,0.0,1.0,0,0,0.0
Indonesia,1992,2.0,5.0,0,0,0.0
Indonesia,1996,1.0,4.0,0,0,0.0
Indonesia,2000,1.0,6.0,0,0,0.0
Indonesia,2004,1.0,4.0,0,0,0.0
Indonesia,2008,1.0,6.0,0,0,0.0
Indonesia,2012,0.0,3.0,0,0,0.0
Indonesia,2016,1.0,3.0,0,0,0.0
Indonesia,2020,1.0,5.0,0,0,0.0
Indonesia,2024,2.0,3.0,0,0,0.0
Iran,1952,0.0,7.0,0,0,0.0
Iran,1956,2.0,5.0,0,0,0.0
Iran,1960,0.0,4.0,0,0,0.0
Iran,1964,0.0,2.0,0,0,0.0
Iran,1968,2.0,5.0,0,0,0.0
Iran,1972,0.0,3.0,0,0,0.0
Iran,1976,0.0,2.0,0,0,0.0
Iran,1980,0.0,0.0,0,0,0.0
Iran,1984,0.0,0.0,0,0,0.0
Iran,1988,0.0,1.0,0,0,0.0
Iran,1992,0.0,3.0,0,0,0.0
Iran,1996,1.0,3.0,0,0,0.0
Iran,2000,3.0,4.0,0,0,0.0
Iran,2004,2.0,6.0,0,0,0.0
Iran,2008,1.0,2.0,0,0,0.0
Iran,2012,7.0,13.0,0,0,0.0
Iran,2016,3.0,8.0,0,0,0.0
Iran,2020,3.0,7.0,0,0,0.0
Iran,2024,3.0,12.0,0,0,0.0
Ireland,1952,0.0,1.0,0,0,0.0
Ireland,1956,1.0,5.0,0,0,0.0
Ireland,1960,0.0,0.0,0,0,0.0
Ireland,1964,0.0,1.0,0,0,0.0
Ireland,1968,0.0,0.0,0,0,0.0
Ireland,1972,0.0,0.0,0,0,0.0
Ireland,1976,0.0,0.0,0,0,0.0
Ireland,1980,0.0,2.0,0,0,0.0
Ireland,1984,0.0,1.0,0,0,0.0
Ireland,1988,0.0,0.0,0,0,0.0
Ireland,1992,1.0,2.0,0,0,0.0
Ireland,1996,3.0,4.0,0,0,0.0
Ireland,2000,0.0,1.0,0,0,0.0
Ireland,2004,0.0,0.0,0,0,0.0
Ireland,2008,0.0,3.0,0,0,0.0
Ireland,2012,1.0,6.0,0,0,0.0
Ireland,2016,0.0,2.0,0,0,0.0
Ireland,2020,2.0,4.0,0,0,0.0
Ireland,2024,4.0,7.0,0,0,0.0
Israel,1952,0.0,0.0,0,0,0.0
Israel,1956,0.0,0.0,0,0,0.0
Israel,1960,0.0,0.0,0,0,0.0
Israel,1964,0.0,0.0,0,0,0.0
Israel,1968,0.0,0.0,0,0,0.0
Israel,1972,0.0,0.0,0,0,0.0
Israel,1976,0.0,0.0,0,0,0.0
Israel,1980,0.0,0.0,0,0,0.0
Israel,1984,0.0,0.0,0,0,0.0
Israel,1988,0.0,0.0,0,0,0.0
Israel,1992,0.0,2.0,0,0,0.0
Israel,1996,0.0,1.0,0,0,0.0
Israel,2000,0.0,1.0,0,0,0.0
Israel,2004,1.0,2.0,0,0,0.0
Israel,2008,0.0,1.0,0,0,0.0
Israel,2012,0.0,0.0,0,0,0.0
Israel,2016,0.0,2.0,0,0,0.0
Israel,2020,2.0,4.0,0,0,0.0
Israel,2024,1.0,7.0,0,0,0.0
Italy,1952,8.0,21.0,0,1,0.0
Italy,1956,8.0,25.0,0,1,0.0
Italy,1960,13.0,36.0,1,1,0.0
Italy,1964,10.0,27.0,0,0,0.659574
Italy,1968,3.0,16.0,0,0,0.625
Italy,1972,5.0,18.0,0,0,0.700935
Italy,1976,2.0,13.0,0,0,0.741071
Italy,1980,8.0,15.0,0,0,0.824561
Italy,1984,14.0,32.0,0,0,0.811475
Italy,1988,6.0,14.0,0,0,0.720588
Italy,1992,6.0,19.0,0,0,0.739437
Italy,1996,13.0,35.0,0,0,0.756757
Italy,2000,13.0,34.0,0,0,0.695652
Italy,2004,10.0,32.0,0,0,0.643678
Italy,2008,8.0,27.0,0,0,0.625
Italy,2012,8.0,28.0,0,0,0.625
Italy,2016,8.0,28.0,0,0,0.625
Italy,2020,10.0,40.0,0,0,0.625
Italy,2024,12.0,40.0,0,0,0.610092
Jamaica,1952,2.0,5.0,0,0,0.0
Jamaica,1956,0.0,0.0,0,0,0.0
Jamaica,1960,0.0,0.0,0,0,0.0
Jamaica,1964,0.0,0.0,0,0,0.0
Jamaica,1968,0.0,1.0,0,0,0.0
Jamaica,1972,0.0,1.0,0,0,0.0
Jamaica,1976,1.0,2.0,0,0,0.0
Jamaica,1980,0.0,3.0,0,0,0.0
Jamaica,1984,0.0,3.0,0,0,0.0
Jamaica,1988,0.0,2.0,0,0,0.0
Jamaica,1992,0.0,4.0,0,0,0.0
Jamaica,1996,1.0,6.0,0,0,0.0
Jamaica,2000,0.0,9.0,0,0,0.0
Jamaica,2004,2.0,5.0,0,0,0.0
Jamaica,2008,5.0,11.0,0,0,0.0
Jamaica,2012,4.0,13.0,0,0,0.0
Jamaica,2016,6.0,11.0,0,0,0.0
Jamaica,2020,4.0,9.0,0,0,0.0
Jamaica,2024,1.0,6.0,0,0,0.0
Japan,1952,1.0,9.0,0,0,0.0
Japan,1956,4.0,19.0,0,1,0.0
Japan,1960,4.0,18.0,0,1,0.0
Japan,1964,16.0,29.0,1,1,0.0
Japan,1968,11.0,25.0,0,0,2.6
Japan,1972,13.0,29.0,0,0,2.137255
Japan,1976,9.0,25.0,0,0,1.75
Japan,1980,0.0,0.0,0,0,1.630137
Japan,1984,10.0,32.0,0,0,1.630137
Japan,1988,4.0,14.0,0,0,1.506024
Japan,1992,3.0,22.0,0,0,1.574713
Japan,1996,3.0,14.0,0,0,1.666667
Japan,2000,5.0,18.0,0,0,1.752688
Japan,2004,16.0,37.0,0,0,1.77551
Japan,2008,9.0,25.0,0,0,1.526316
Japan,2012,7.0,38.0,0,1,1.471545
Japan,2016,12.0,41.0,0,1,1.461538
Japan,2020,27.0,58.0,1,1,1.366197
Japan,2024,20.0,45.0,0,0,1.798817
Kazakhstan,1952,0.0,0.0,0,0,0.0
Kazakhstan,1956,0.0,0.0,0,0,0.0
Kazakhstan,1960,0.0,0.0,0,0,0.0
Kazakhstan,1964,0.0,0.0,0,0,0.0
Kazakhstan,1968,0.0,0.0,0,0,0.0
Kazakhstan,1972,0.0,0.0,0,0,0.0
Kazakhstan,1976,0.0,0.0,0,0,0.0
Kazakhstan,1980,0.0,0.0,0,0,0.0
Kazakhstan,1984,0.0,0.0,0,0,0.0
Kazakhstan,1988,0.0,0.0,0,0,0.0
Kazakhstan,1992,0.0,0.0,0,0,0.0
Kazakhstan,1996,3.0,11.0,0,0,0.0
Kazakhstan,2000,3.0,7.0,0,0,0.0
Kazakhstan,2004,1.0,8.0,0,0,0.0
Kazakhstan,2008,2.0,9.0,0,0,0.0
Kazakhstan,2012,3.0,11.0,0,0,0.0
Kazakhstan,2016,2.0,17.0,0,0,0.0
Kazakhstan,2020,0.0,8.0,0,0,0.0
Kazakhstan,2024,1.0,7.0,0,0,0.0
Kenya,1952,0.0,0.0,0,0,0.0
Kenya,1956,0.0,0.0,0,0,0.0
Kenya,1960,0.0,0.0,0,0,0.0
Kenya,1964,0.0,1.0,0,0,0.0
Kenya,1968,3.0,9.0,0,0,0.0
Kenya,1972,2.0,9.0,0,0,0.0
Kenya,1976,0.0,0.0,0,0,0.0
Kenya,1980,0.0,0.0,0,0,0.0
Kenya,1984,1.0,3.0,0,0,0.0
Kenya,1988,5.0,9.0,0,0,0.0
Kenya,1992,2.0,8.0,0,0,0.0
Kenya,1996,1.0,8.0,0,0,0.0
Kenya,2000,2.0,7.0,0,0,0.0
Kenya,2004,1.0,7.0,0,0,0.0
Kenya,2008,6.0,16.0,0,0,0.0
Kenya,2012,2.0,13.0,0,0,0.0
Kenya,2016,6.0,13.0,0,0,0.0
Kenya,2020,4.0,10.0,0,0,0.0
Kenya,2024,4.0,11.0,0,0,0.0
Latvia,1952,0.0,0.0,0,0,0.0
Latvia,1956,0.0,0.0,0,0,0.0
Latvia,1960,0.0,0.0,0,0,0.0
Latvia,1964,0.0,0.0,0,0,0.0
Latvia,1968,0.0,0.0,0,0,0.0
Latvia,1972,0.0,0.0,0,0,0.0
Latvia,1976,0.0,0.0,0,0,0.0
Latvia,1980,0.0,0.0,0,0,0.0
Latvia,1984,0.0,0.0,0,0,0.0
Latvia,1988,0.0,0.0,0,0,0.0
Latvia,1992,0.0,3.0,0,0,0.0
Latvia,1996,0.0,1.0,0,0,0.0
Latvia,2000,1.0,3.0,0,0,0.0
Latvia,2004,0.0,4.0,0,0,0.0
Latvia,2008,1.0,3.0,0,0,0.0
Latvia,2012,1.0,2.0,0,0,0.0
Latvia,2016,0.0,0.0,0,0,0.0
Latvia,2020,1.0,2.0,0,0,0.0
Latvia,2024,0.0,0.0,0,0,0.0
Lithuania,1952,0.0,0.0,0,0,0.0
Lithuania,1956,0.0,0.0,0,0,0.0
Lithuania,1960,0.0,0.0,0,0,0.0
Lithuania,1964,0.0,0.0,0,0,0.0
Lithuania,1968,0.0,0.0,0,0,0.0
Lithuania,1972,0.0,0.0,0,0,0.0
Lithuania,1976,0.0,0.0,0,0,0.0
Lithuania,1980,0.0,0.0,0,0,0.0
Lithuania,1984,0.0,0.0,0,0,0.0
Lithuania,1988,0.0,0.0,0,0,0.0
Lithuania,1992,1.0,2.0,0,0,0.0
Lithuania,1996,0.0,1.0,0,0,0.0
Lithuania,2000,2.0,5.0,0,0,0.0
Lithuania,2004,1.0,3.0,0,0,0.0
Lithuania,2008,0.0,5.0,0,0,0.0
Lithuania,2012,2.0,5.0,0,0,0.0
Lithuania,2016,0.0,4.0,0,0,0.0
Lithuania,2020,0.0,1.0,0,0,0.0
Lithuania,2024,0.0,4.0,0,0,0.0
Malaysia,1952,0.0,0.0,0,0,0.0
Malaysia,1956,0.0,0.0,0,0,0.0
Malaysia,1960,0.0,0.0,0,0,0.0
Malaysia,1964,0.0,0.0,0,0,0.0
Malaysia,1968,0.0,0.0,0,0,0.0
Malaysia,1972,0.0,0.0,0,0,0.0
Malaysia,1976,0.0,0.0,0,0,0.0
Malaysia,1980,0.0,0.0,0,0,0.0
Malaysia,1984,0.0,0.0,0,0,0.0
Malaysia,1988,0.0,0.0,0,0,0.0
Malaysia,1992,0.0,1.0,0,0,0.0
Malaysia,1996,0.0,2.0,0,0,0.0
Malaysia,2000,0.0,0.0,0,0,0.0
Malaysia,2004,0.0,0.0,0,0,0.0
Malaysia,2008,0.0,1.0,0,0,0.0
Malaysia,2012,0.0,2.0,0,0,0.0
Malaysia,2016,0.0,5.0,0,0,0.0
Malaysia,2020,0.0,2.0,0,0,0.0
Malaysia,2024,0.0,2.0,0,0,0.0
Mexico,1952,0.0,1.0,0,0,0.0
Mexico,1956,1.0,2.0,0,0,0.0
Mexico,1960,0.0,1.0,0,1,0.0
Mexico,1964,0.0,1.0,0,1,0.0
Mexico,1968,3.0,9.0,1,1,0.0
Mexico,1972,0.0,1.0,0,0,3.0
Mexico,1976,1.0,2.0,0,0,3.5
Mexico,1980,0.0,4.0,0,0,3.285714
Mexico,1984,2.0,6.0,0,0,3.714286
Mexico,1988,0.0,2.0,0,0,3.0
Mexico,1992,0.0,1.0,0,0,3.333333
Mexico,1996,0.0,1.0,0,0,3.666667
Mexico,2000,1.0,6.0,0,0,4.0
Mexico,2004,0.0,4.0,0,0,3.8
Mexico,2008,2.0,4.0,0,0,4.1
Mexico,2012,1.0,8.0,0,0,3.5
Mexico,2016,0.0,5.0,0,0,3.384615
Mexico,2020,0.0,4.0,0,0,3.615385
Mexico,2024,0.0,5.0,0,0,3.846154
Moldova,1952,0.0,0.0,0,0,0.0
Moldova,1956,0.0,0.0,0,0,0.0
Moldova,1960,0.0,0.0,0,0,0.0
Moldova,1964,0.0,0.0,0,0,0.0
Moldova,1968,0.0,0.0,0,0,0.0
Moldova,1972,0.0,0.0,0,0,0.0
Moldova,1976,0.0,0.0,0,0,0.0
Moldova,1980,0.0,0.0,0,0,0.0
Moldova,1984,0.0,0.0,0,0,0.0
Moldova,1988,0.0,0.0,0,0,0.0
Moldova,1992,0.0,0.0,0,0,0.0
Moldova,1996,0.0,2.0,0,0,0.0
Moldova,2000,0.0,2.0,0,0,0.0
Moldova,2004,0.0,0.0,0,0,0.0
Moldova,2008,0.0,1.0,0,0,0.0
Moldova,2012,0.0,0.0,0,0,0.0
Moldova,2016,0.0,0.0,0,0,0.0
Moldova,2020,0.0,1.0,0,0,0.0
Moldova,2024,0.0,4.0,0,0,0.0
Mongolia,1952,0.0,0.0,0,0,0.0
Mongolia,1956,0.0,0.0,0,0,0.0
Mongolia,1960,0.0,0.0,0,0,0.0
Mongolia,1964,0.0,0.0,0,0,0.0
Mongolia,1968,0.0,4.0,0,0,0.0
Mongolia,1972,0.0,1.0,0,0,0.0
Mongolia,1976,0.0,1.0,0,0,0.0
Mongolia,1980,0.0,4.0,0,0,0.0
Mongolia,1984,0.0,0.0,0,0,0.0
Mongolia,1988,0.0,1.0,0,0,0.0
Mongolia,1992,0.0,2.0,0,0,0.0
Mongolia,1996,0.0,1.0,0,0,0.0
Mongolia,2000,0.0,0.0,0,0,0.0
Mongolia,2004,0.0,1.0,0,0,0.0
Mongolia,2008,2.0,4.0,0,0,0.0
Mongolia,2012,0.0,5.0,0,0,0.0
Mongolia,2016,0.0,2.0,0,0,0.0
Mongolia,2020,0.0,4.0,0,0,0.0
Mongolia,2024,0.0,1.0,0,0,0.0
Morocco,1952,0.0,0.0,0,0,0.0
Morocco,1956,0.0,0.0,0,0,0.0
Morocco,1960,0.0,1.0,0,0,0.0
Morocco,1964,0.0,0.0,0,0,0.0
Morocco,1968,0.0,0.0,0,0,0.0
Morocco,1972,0.0,0.0,0,0,0.0
Morocco,1976,0.0,0.0,0,0,0.0
Morocco,1980,0.0,0.0,0,0,0.0
Morocco,1984,2.0,2.0,0,0,0.0
Morocco,1988,1.0,3.0,0,0,0.0
Morocco,1992,1.0,3.0,0,0,0.0
Morocco,1996,0.0,2.0,0,0,0.0
Morocco,2000,0.0,5.0,0,0,0.0
Morocco,2004,2.0,3.0,0,0,0.0
Morocco,2008,0.0,2.0,0,0,0.0
Morocco,2012,0.0,1.0,0,0,0.0
Morocco,2016,0.0,1.0,0,0,0.0
Morocco,2020,1.0,1.0,0,0,0.0
Morocco,2024,1.0,2.0,0,0,0.0
Netherlands,1952,0.0,5.0,0,0,1.0
Netherlands,1956,0.0,0.0,0,0,1.222222
Netherlands,1960,0.0,3.0,0,0,1.222222
Netherlands,1964,2.0,10.0,0,0,1.444444
Netherlands,1968,3.0,7.0,0,0,1.482759
Netherlands,1972,3.0,5.0,0,0,1.4375
Netherlands,1976,0.0,5.0,0,0,1.4
Netherlands,1980,0.0,3.0,0,0,1.571429
Netherlands,1984,5.0,13.0,0,0,1.742857
Netherlands,1988,2.0,9.0,0,0,1.55
Netherlands,1992,2.0,15.0,0,0,1.571429
Netherlands,1996,4.0,19.0,0,0,1.590909
Netherlands,2000,12.0,25.0,0,0,1.5
Netherlands,2004,4.0,22.0,0,0,1.1
Netherlands,2008,7.0,16.0,0,0,1.0625
Netherlands,2012,6.0,20.0,0,0,0.943662
Netherlands,2016,8.0,19.0,0,0,0.87013
Netherlands,2020,10.0,36.0,0,0,0.764706
Netherlands,2024,15.0,34.0,0,0,0.642105
New Zealand,1952,1.0,3.0,0,0,0.0
New Zealand,1956,2.0,2.0,0,0,0.0
New Zealand,1960,2.0,3.0,0,0,0.0
New Zealand,1964,3.0,5.0,0,0,0.0
New Zealand,1968,1.0,3.0,0,0,0.0
New Zealand,1972,1.0,3.0,0,0,0.0
New Zealand,1976,2.0,4.0,0,0,0.0
New Zealand,1980,0.0,0.0,0,0,0.0
New Zealand,1984,8.0,11.0,0,0,0.0
New Zealand,1988,3.0,13.0,0,0,0.0
New Zealand,1992,1.0,10.0,0,0,0.0
New Zealand,1996,3.0,6.0,0,0,0.0
New Zealand,2000,1.0,4.0,0,0,0.0
New Zealand,2004,3.0,5.0,0,0,0.0
New Zealand,2008,3.0,9.0,0,0,0.0
New Zealand,2012,6.0,13.0,0,0,0.0
New Zealand,2016,4.0,18.0,0,0,0.0
New Zealand,2020,7.0,20.0,0,0,0.0
New Zealand,2024,10.0,20.0,0,0,0.0
Nigeria,1952,0.0,0.0,0,0,0.0
Nigeria,1956,0.0,0.0,0,0,0.0
Nigeria,1960,0.0,0.0,0,0,0.0
Nigeria,1964,0.0,1.0,0,0,0.0
Nigeria,1968,0.0,0.0,0,0,0.0
Nigeria,1972,0.0,1.0,0,0,0.0
Nigeria,1976,0.0,0.0,0,0,0.0
Nigeria,1980,0.0,0.0,0,0,0.0
Nigeria,1984,0.0,2.0,0,0,0.0
Nigeria,1988,0.0,0.0,0,0,0.0
Nigeria,1992,0.0,4.0,0,0,0.0
Nigeria,1996,2.0,6.0,0,0,0.0
Nigeria,2000,1.0,3.0,0,0,0.0
Nigeria,2004,0.0,2.0,0,0,0.0
Nigeria,2008,0.0,5.0,0,0,0.0
Nigeria,2012,0.0,0.0,0,0,0.0
Nigeria,2016,0.0,1.0,0,0,0.0
Nigeria,2020,0.0,2.0,0,0,0.0
Nigeria,2024,0.0,0.0,0,0,0.0
North Korea,1952,0.0,0.0,0,0,0.0
North Korea,1956,0.0,0.0,0,0,0.0
North Korea,1960,0.0,0.0,0,0,0.0
North Korea,1964,0.0,0.0,0,0,0.0
North Korea,1968,0.0,0.0,0,0,0.0
North Korea,1972,1.0,5.0,0,0,0.0
North Korea,1976,1.0,2.0,0,0,0.0
North Korea,1980,0.0,5.0,0,0,0.0
North Korea,1984,0.0,0.0,0,0,0.0
North Korea,1988,0.0,0.0,0,0,0.0
North Korea,1992,4.0,9.0,0,0,0.0
North Korea,1996,2.0,5.0,0,0,0.0
North Korea,2000,0.0,4.0,0,0,0.0
North Korea,2004,0.0,5.0,0,0,0.0
North Korea,2008,2.0,6.0,0,0,0.0
North Korea,2012,4.0,6.0,0,0,0.0
North Korea,2016,2.0,7.0,0,0,0.0
North Korea,2020,0.0,0.0,0,0,0.0
North Korea,2024,0.0,6.0,0,0,0.0
Norway,1952,3.0,5.0,0,0,0.0
Norway,1956,1.0,3.0,0,0,0.0
Norway,1960,1.0,1.0,0,0,0.0
Norway,1964,0.0,0.0,0,0,0.0
Norway,1968,1.0,2.0,0,0,0.0
Norway,1972,2.0,4.0,0,0,0.0
Norway,1976,1.0,2.0,0,0,0.0
Norway,1980,0.0,0.0,0,0,0.0
Norway,1984,0.0,3.0,0,0,0.0
Norway,1988,2.0,5.0,0,0,0.0
Norway,1992,2.0,7.0,0,0,0.0
Norway,1996,2.0,7.0,0,0,0.0
Norway,2000,4.0,10.0,0,0,0.0
Norway,2004,5.0,6.0,0,0,0.0
Norway,2008,3.0,9.0,0,0,0.0
Norway,2012,2.0,4.0,0,0,0.0
Norway,2016,0.0,4.0,0,0,0.0
Norway,2020,4.0,8.0,0,0,0.0
Norway,2024,4.0,8.0,0,0,0.0
Pakistan,1952,0.0,0.0,0,0,0.0
Pakistan,1956,0.0,1.0,0,0,0.0
Pakistan,1960,1.0,2.0,0,0,0.0
Pakistan,1964,0.0,1.0,0,0,0.0
Pakistan,1968,1.0,1.0,0,0,0.0
Pakistan,1972,0.0,1.0,0,0,0.0
Pakistan,1976,0.0,1.0,0,0,0.0
Pakistan,1980,0.0,0.0,0,0,0.0
Pakistan,1984,1.0,1.0,0,0,0.0
Pakistan,1988,0.0,1.0,0,0,0.0
Pakistan,1992,0.0,1.0,0,0,0.0
Pakistan,1996,0.0,0.0,0,0,0.0
Pakistan,2000,0.0,0.0,0,0,0.0
Pakistan,2004,0.0,0.0,0,0,0.0
Pakistan,2008,0.0,0.0,0,0,0.0
Pakistan,2012,0.0,0.0,0,0,0.0
Pakistan,2016,0.0,0.0,0,0,0.0
Pakistan,2020,0.0,0.0,0,0,0.0
Pakistan,2024,1.0,1.0,0,0,0.0
Philippines,1952,0.0,0.0,0,0,0.0
Philippines,1956,0.0,0.0,0,0,0.0
Philippines,1960,0.0,0.0,0,0,0.0
Philippines,1964,0.0,1.0,0,0,0.0
Philippines,1968,0.0,0.0,0,0,0.0
Philippines,1972,0.0,0.0,0,0,0.0
Philippines,1976,0.0,0.0,0,0,0.0
Philippines,1980,0.0,0.0,0,0,0.0
Philippines,1984,0.0,0.0,0,0,0.0
Philippines,1988,0.0,1.0,0,0,0.0
Philippines,1992,0.0,1.0,0,0,0.0
Philippines,1996,0.0,1.0,0,0,0.0
Philippines,2000,0.0,0.0,0,0,0.0
Philippines,2004,0.0,0.0,0,0,0.0
Philippines,2008,0.0,0.0,0,0,0.0
Philippines,2012,0.0,0.0,0,0,0.0
Philippines,2016,0.0,1.0,0,0,0.0
Philippines,2020,1.0,4.0,0,0,0.0
Philippines,2024,2.0,4.0,0,0,0.0
Poland,1952,1.0,4.0,0,0,0.0
Poland,1956,1.0,9.0,0,0,0.0
Poland,1960,4.0,21.0,0,0,0.0
Poland,1964,7.0,23.0,0,0,0.0
Poland,1968,5.0,18.0,0,0,0.0
Poland,1972,7.0,21.0,0,0,0.0
Poland,1976,7.0,26.0,0,0,0.0
Poland,1980,3.0,32.0,0,0,0.0
Poland,1984,0.0,0.0,0,0,0.0
Poland,1988,2.0,16.0,0,0,0.0
Poland,1992,3.0,19.0,0,0,0.0
Poland,1996,7.0,17.0,0,0,0.0
Poland,2000,6.0,14.0,0,0,0.0
Poland,2004,3.0,10.0,0,0,0.0
Poland,2008,4.0,11.0,0,0,0.0
Poland,2012,3.0,11.0,0,0,0.0
Poland,2016,2.0,11.0,0,0,0.0
Poland,2020,4.0,14.0,0,0,0.0
Poland,2024,1.0,10.0,0,0,0.0
Portugal,1952,0.0,1.0,0,0,0.0
Portugal,1956,0.0,0.0,0,0,0.0
Portugal,1960,0.0,1.0,0,0,0.0
Portugal,1964,0.0,0.0,0,0,0.0
Portugal,1968,0.0,0.0,0,0,0.0
Portugal,1972,0.0,0.0,0,0,0.0
Portugal,1976,0.0,2.0,0,0,0.0
Portugal,1980,0.0,0.0,0,0,0.0
Portugal,1984,1.0,3.0,0,0,0.0
Portugal,1988,1.0,1.0,0,0,0.0
Portugal,1992,0.0,0.0,0,0,0.0
Portugal,1996,1.0,2.0,0,0,0.0
Portugal,2000,0.0,2.0,0,0,0.0
Portugal,2004,0.0,3.0,0,0,0.0
Portugal,2008,1.0,2.0,0,0,0.0
Portugal,2012,0.0,1.0,0,0,0.0
Portugal,2016,0.0,1.0,0,0,0.0
Portugal,2020,1.0,4.0,0,0,0.0
Portugal,2024,1.0,4.0,0,0,0.0
Puerto Rico,1952,0.0,0.0,0,0,0.0
Puerto Rico,1956,0.0,0.0,0,0,0.0
Puerto Rico,1960,0.0,0.0,0,0,0.0
Puerto Rico,1964,0.0,0.0,0,0,0.0
Puerto Rico,1968,0.0,0.0,0,0,0.0
